day,CLF17,CLG17,CLH17,CLJ17,CLK17,CLM17,CLN17,CLQ17,CLU17,CLZ17,CSZ16,CSF17,CSG17,CSH17,CSJ17,CSK17,CSM17,CSN17,CSQ17,CSU17,CSV17,CSX17,CSZ17,WBSF17,WBSG17,WBSH17,WBSJ17,WBSK17,WBSM17,WBSN17,WBSQ17,WBSU17,WBSZ17,WSPZ16,WSPF17,WSPG17,WSPH17,WSPJ17,WSPK17,WSPM17,0
52,0.123235,-0.0537268,-0.00033129,0.0174444,0.00984556,-0.0109351,0.00680706,-0.0687817,0.0812613,0.0291727,0.0140503,0.0226407,0.0121012,0.0028169,-0.0115959,0.00737705,-0.0117882,0.00386754,-0.00782269,0.00928129,0.00244698,0.00206954,-0.014962,-0.0026178,-0.00554435,-0.0198141,0.0183028,0.0175032,-0.00171123,-0.00125392,-0.0344349,-0.00232607,0.00180941,0.00612245,0.0921254,-0.021464,0.00604149,0.00152231,-0.0069451,-0.00549674,
53,-0.0122283,-0.0235906,-0.0008285,-0.0471496,0.0177786,0.0151173,0.0365519,-0.00887489,0.0121646,-0.0267261,0.0242901,-0.016346,-0.00869565,0.00351124,0.0131239,-0.0117982,0.00101092,0.0122803,0.0129216,0.00259373,0.0384459,0.00351095,-0.00249377,-0.00565314,-0.0339584,0.0102321,-0.00980392,0.00165803,-0.00128562,-0.0081607,0.0100661,-0.000847817,0.00160546,0.00608519,-0.0105677,-0.010149,0.0156729,-0.00412569,0.00151899,0.0202537,
54,0.0522696,0.0485258,0.00464345,-0.0364372,0.0488355,0.0304512,0.0152874,0.140381,-0.0413237,0.041606,0.0203741,0.0170383,-0.0274123,-0.00647306,0.00235525,-0.00102923,0.00222177,-0.00666032,-0.00194595,0.00634995,-0.0262488,0.00658572,-0.00227273,0.00548223,0.00760756,-0.048913,-0.00542197,0.00475895,-0.00343274,0.000843882,-0.0270501,-0.00806109,-0.000200361,-0.00403226,0.010397,0.0549033,0.00331362,-0.000965612,0.00846815,-0.00778069,
55,-0.0509804,0.0306581,0.0305381,0.00676937,0.00787966,-0.00345125,0.0070267,-0.0136778,0.0099605,0.0175754,-0.001473,0.0579111,0.00518602,-0.0213066,-0.0115528,0.00597569,-0.00463523,0.00478927,-0.000216638,-0.0189297,0.00281633,-0.00102229,0.00683371,0.00646204,0.00338454,-0.0153247,-0.010666,0.000617792,0.00538213,0.00695616,-0.0187299,-0.00684346,-0.00220441,0.000404858,-0.0392891,0.030151,0.00430644,-0.00832476,0.00567114,0.0167827,
56,0.0557851,0.0242516,0.0140958,-0.000463714,0.0275409,0.159524,-0.0259171,-0.0128403,0.00714164,0.00372915,-0.00770366,0.000391007,0.0246747,0.0161929,0.0184231,0.00450635,0.0117433,0.0123928,-0.0169014,-0.0140543,-0.0158475,-0.00470733,0.00226244,0.0144462,0.00311365,0.000791348,0.000239578,7.85E-17,-0.00171306,-3.27E-17,0.047122,0.00753661,-1.38E-16,-0.00485633,0.0592989,0.00771026,0.0145404,-0.00764007,-0.00648036,-0.0152804,
57,0.00358774,-0.00832408,-0.00616016,-0.0111343,0.0335466,0.0845623,0.023332,0.0395421,0.0278575,0.00488854,0.0391477,0.00429939,-0.00372154,-0.00743626,-0.00233418,-0.0126427,0.00760456,0.00306026,-0.00132246,-0.0164291,0.00672646,-0.00411269,0.0020316,-0.0025712,-0.0059493,0.0113337,-0.00790419,-0.0156411,-5.73E-17,-6.11E-17,-0.0159499,-0.00213721,0.00261097,-0.0046767,-0.00799706,0.0017618,0.0098195,-0.0191997,0.00762018,-0.00713658,
58,-0.0367241,-0.00149226,-0.0114431,0.0030495,-0.0202443,-0.0141136,-0.0366,0.0635636,-0.0203679,0.00136213,-0.0303608,0.0019459,0.0142826,0.0292544,0.00877364,-0.00598926,-0.00436941,0.00164281,0.00308983,0.00712356,0.00627657,0.00536857,-0.000675828,0.00396589,0.00130107,0.0127704,0.00893288,0.00501777,-0.003432,-0.0286791,0.00144718,0.000856714,0.00360577,0.00306435,-0.0497591,-0.00638159,-0.0247034,0.00274574,0.00812274,0.0446386,
59,0.0620783,-0.0259667,0.00996785,-0.0166043,-0.0343238,0.0104749,0.0309321,0.064,0.0494634,0.00641275,0.00672131,0.00504952,0.0151646,-0.00866551,0.0127561,-0.015375,0.00598444,-0.00960637,-0.00220022,0.00268293,-0.0082495,-0.000616143,0.00946799,-0.00296267,-0.000519751,0.00772002,-0.00502513,0.00145621,-0.0116229,0.00818966,-0.0187861,0.0100578,0.0137725,0.00203666,0.028864,-0.00910286,-0.00387197,-0.00170736,0.0102183,-0.0146789,
60,0.0123888,-0.0187956,-0.0157593,-0.0325803,0.0091954,-0.0157222,-0.0193315,-0.0101725,-0.0119827,0.00405484,0.00911904,-0.00135266,-0.00426803,-0.0104895,0.000954198,0.00485334,0.0265715,-0.000709723,0.00198456,-0.0053515,0.00507202,-0.00349363,-0.00625279,-0.000990491,0.0075403,0.00561798,-0.000962001,0.000207727,-0.00304878,-0.0038478,-0.020324,0.0114407,-0.00669423,3.84E-16,-0.0312767,0.0175564,0.005539,-0.0216851,0.00687569,0.0402879,
61,0.00878569,-0.0160281,0.0122918,-0.013766,0.0310145,0.0466912,0.0201232,-0.102994,0.00986417,-0.00692308,0.0224302,0.0265093,-0.0184312,-0.0127208,0.0137274,0.00461991,-0.0015453,0.00639205,-0.0022007,-0.014429,-0.00201857,-0.00350588,-0.000449438,0.00198295,-0.00180645,0.0220924,-0.00890708,0.0026999,0.00502403,-0.00450644,-0.0297655,-0.00397989,0.00198216,0.000813008,0.0364935,0.0591835,0.00766678,-0.0144473,0.00637349,-0.00950119,
62,0.0286159,-0.0176798,-0.00303563,0.0174477,-0.0363698,0.0436022,0.0239533,0.0373599,-0.0469175,-0.0304028,0.00489268,0.00980207,0.0183406,0.0180744,-0.000376152,0.0158863,-0.0034823,0.00988003,-0.00154389,-0.00124069,-0.00485437,0.000620861,0.00584532,0.00237483,-0.00879007,0.00447205,0.00437212,0.0091135,-0.00630298,0.0206941,-0.00898667,0.00462671,0.00356083,-0.000812348,0.0100057,0.0502415,-0.0132988,-0.00535493,-0.00889653,0.0186286,
63,-0.00876928,-0.00343782,0.00304487,-0.00955414,0.000352734,-0.00514221,-0.0129742,0.0895558,0.0840054,0.0123827,-0.0197895,0.0039201,0.0132933,-0.00351556,0.0105362,-0.00576132,0.0130072,0.00978337,0.00110448,0.0101863,0.00691057,0.00579111,0.000447027,0.00789733,0.00782473,-0.0173139,0.00556227,-0.00328407,-0.00109361,0.00337909,0.00343965,0.00648943,-0.000591366,0.00365854,-0.0175701,-0.0852157,0.000907176,-0.0140651,-0.0190482,-0.00174008,
64,0.0295912,0.0346997,0.0372264,0.0279495,-0.0356135,0.0405427,0.0256921,-0.039004,0.0147241,0.0222924,-0.0132992,0.00204537,-0.0146001,0.00546834,0.00242041,0.0140728,0.0373706,-0.0011534,0.000220653,-0.00418101,0.0131207,-0.000822538,4.77E-18,-0.00489716,-0.000258799,-0.00780267,-0.00673401,0.00226524,-0.00372236,0.00505157,0.0333437,-0.00707155,0.00157791,-0.000607533,0.0235921,0.036818,-0.00284854,-0.00375414,-0.0111049,0.0333926,
65,0.0192593,-0.055305,-0.0244917,0.00938402,0.026691,0.0158336,0.00718447,0.0437973,-0.00488773,-0.00347356,-0.0253329,0.0129894,-0.00622718,0.0136842,0.00872957,-0.012449,-0.0530205,0.00762125,-0.00926539,0.0111139,-0.00757123,0.000823215,-0.00536193,-0.00295276,-0.00207093,-0.00279046,-0.00895884,-0.00760222,0.00197802,0.00795812,-0.026538,-0.00356096,-0.00098464,-0.00162107,0.0218401,0.0153071,-0.01292,0.0184646,0.0273839,0.0113114,
66,0.00755814,0.0330081,-0.0296858,0.00262217,0.00747863,-0.00641809,-0.00732601,0.034051,0.0422103,-0.0307901,0.0074975,0.00329731,-0.00388937,-0.00882658,-0.00202541,-0.00785286,0.00838861,0.0050424,-0.0129147,0.00830484,-0.00401526,-0.00616903,-0.00943396,0.0035538,-0.00103761,-0.00814042,-0.00366479,0.00496894,-0.00482562,-0.00186994,0.017658,0.00735758,0.000394244,-0.00142074,0.00636653,0.0763648,-0.0159503,0.000874538,-0.0224407,-0.00274716,
67,-0.00259665,-0.0034164,0.00179007,0.0114123,0.0144928,-0.00984313,0.0116527,-0.0288931,0.0125184,-0.0227772,-0.00843393,-0.0224575,0.0147505,-0.00960363,-0.000738007,-0.00020829,0.00135423,0.0191562,-0.00157907,-0.0191376,0.00604717,-0.00641424,-0.00113379,-0.00944324,0.00415476,0.0176968,-0.00858264,-0.000412031,0.00176328,0.00166528,0.00761035,0.00292154,0.000985222,0.00406504,0.0123814,-0.179042,-0.00307466,0.00131066,0.00487226,0.0131178,
68,0.0390512,0.0187538,0.0165692,-0.000470146,-0.0184669,-0.0260951,0.000383951,-0.0739444,0.0170182,-0.0200368,0.0301868,0.0166231,-0.0126122,0.0195698,0.00738552,-0.00854167,0.00502318,-0.00850302,-0.0018075,-0.00938503,0.0110198,-0.00229071,0.0015891,-0.00158888,0.000517197,0.0194052,-0.00469948,-0.000412201,0.000880088,0.00477972,0.0274924,0.00270495,0.00374016,1.13E-17,0.0366899,0.0276586,0.00975528,-0.00154388,-0.00907565,-0.00763927,
69,0.0551225,0.0199921,-0.0233301,0.0119944,0.00656727,-0.0245614,-0.0166955,0.111032,0.00586384,0.00479866,0.0215315,0.00955356,0.0270621,-0.0314716,-0.000916422,-0.0247951,-0.00634371,0.00406229,0.000452694,0.012715,0.00237812,0.00584429,0.00135993,0.00477422,-0.00491083,-0.00444994,-0.000497018,0.0109278,0.0112113,0.000827301,-0.0399882,0.00269766,-0.00156894,0.0048583,0.0526996,-0.0196958,-0.0148401,-0.00194965,0.00978609,-0.01781,
70,-0.0369393,-0.0149428,-0.0178338,0.00976063,-0.022571,0.000490517,-0.028103,-0.0165852,-0.00170624,-0.0126661,-0.0147385,0.00181984,0.00084317,-0.011248,0.0110072,0.00301659,-0.0187657,-0.000899078,-0.00316742,0.00196947,0.011467,-0.0051878,0.00588502,-0.00970105,0.00857143,-0.00645642,-0.00422675,0.00530288,0.00630435,-0.000619963,0.00214395,0.0109685,-0.000982125,0.0016116,-0.0184049,-0.0126229,-0.00215677,-0.00697181,0.0155619,0.0197934,
71,0.0490411,-0.0226556,-0.033983,0.00667434,-0.00577305,-0.0655336,0.0381526,0.0237838,-0.0645207,-0.00925342,0.0226797,0.0256131,0.014743,-0.00812568,-0.00417347,0.00408163,0.00729495,0.000224972,-0.0177031,0.0144963,0.0162236,0.0035461,0.000225023,-0.00039984,0.00901365,-0.00624844,0.0082397,0.00973828,-0.0151221,0.00578991,0.0146699,-0.00102354,0.000983091,0.00301689,0.02725,-0.00442124,-0.0119892,-0.00820784,-0.00174339,-0.00840199,
72,-0.0117524,0.00786132,0.00362131,-0.0361225,0.0353838,0.0139909,0.0237911,0.038226,0.0569428,-0.011038,-0.0127399,-0.0010627,-0.00518888,-0.0593483,0.000364431,-0.012623,-0.00352319,0.0132704,-0.00161738,-0.00896101,0.0246201,0.00103928,0.00809899,0.0044,-0.000765697,0.0213783,-0.00767707,0.00140647,0.00197412,0.00472862,0.0159639,0.00368852,-0.0007857,-0.000401043,-0.0134664,-0.0156233,-0.00201675,0.00181246,-0.00640358,-0.00522185,
73,0.0174419,-0.0342,0.0118557,0.0189753,0.0180512,0.0593308,-0.0137918,-0.0207486,-0.071161,0.00300494,-0.0374383,0.00567376,0.00312956,-0.0346429,0.0129326,-0.00411701,-0.0290709,-0.00110988,0.0261514,0.0278592,0.0200864,0.00207641,0.00446329,0.00238949,0.00229885,-0.00566363,-0.0117295,0.00983146,0.00700525,-0.00368324,-0.0133412,-0.0130666,-0.00452133,-0.00300903,0.00156237,-0.014295,0.00804905,0.00324287,0.00872676,0.0114889,
74,-0.0342857,-0.00248499,-0.0137545,-0.0118715,-0.0426924,-0.00569847,-0.0291188,0.0720814,-0.0409429,0.0616306,0.00248262,-0.00176305,-0.0201747,-0.0254611,-0.00467542,0.0182768,-0.0289298,0.00533333,-0.00067659,-0.000475511,-0.0235554,0.00621633,-0.00444346,-0.00675407,-0.00433231,0.00272412,-0.00808081,-0.0162925,0.00608696,-0.00184843,-0.015024,-0.00206868,-0.00296209,4.67E-17,-0.0176519,0.0038048,-0.0177704,-0.0041851,-0.00287356,-0.0359031,
75,-0.0225928,-0.023251,0.0278926,0.029682,0.0298507,0.0206321,0.011247,-0.0106568,-0.0158473,0.041927,0.0198118,-0.0104203,0.00721715,-0.0349722,-0.00650407,-0.00555556,-0.01125,0.00574713,0.000225683,0.00666032,-0.0378816,-0.0026771,0.000892658,-0.0034,0.00563092,-0.00963201,0.0173116,-7.99E-18,0.00648228,0.00144033,0.0353874,-0.00310945,0.000594177,-0.00160966,-0.0157125,-0.0226873,0.00854435,-0.0213893,-0.0120486,0.0146929,
76,0.0583379,-0.0469713,0.0112228,0.0251659,-0.0335254,0.0267929,0.012878,0.0536624,0.00591522,0.0114142,0.0346446,-0.0396216,-0.00927292,0.0373055,0.0067285,0.01633,-0.00316056,0.00021978,0.0494134,-0.0191399,0.0176298,0.0109436,0.00981048,0.00642183,-0.00992619,-0.0119701,0.001001,0.0107049,-0.00193216,1.33E-16,-0.0533294,0.00748596,-0.00197941,0.000604595,0.0454275,-0.0371536,-0.00497342,0.00977619,0.0184329,0.0225877,
77,0.0452418,-0.0214095,-0.0155706,0.0341442,0.0274616,0.0273438,-0.0250433,0.00334572,0.0764456,0.0120505,0.00547645,0.0191414,-0.0319081,-0.01418,0.00921243,0.0038055,0.0150074,-0.00373544,-0.0126854,-0.0108408,0.00866218,-0.000816993,-0.00287039,0.00119641,0.0059126,0.00353357,0.00975,0.00219824,-0.008604,-1.90E-17,0.00373483,-0.00598555,0.00257834,-0.00241692,0.0189246,-0.0084063,0.00699759,0.00145223,-0.00627685,-0.0132468,
78,-0.0189055,-0.00957156,0.000504796,0.00517911,0.00281343,-0.00228137,-0.00158072,-0.0224157,0.0254932,0.000378,-0.00155618,-0.0144055,0.0048341,0.0137586,0.00787543,0.0056866,-0.00478967,0.00727834,0.0121951,-0.00170482,-0.00400763,-0.00286182,-0.00620018,0.00119498,0.00230003,-0.00880282,0.0017331,0.00757727,-4.40E-17,-1.03E-16,-0.00713178,0.00186877,0.00118694,-0.00141328,-0.0122758,-0.00276698,-0.000410776,-0.00414322,-0.007543,0.00932447,
79,0.0119168,0.0276116,0.00235452,0.0139545,0.00526039,-0.00304878,-0.0104888,0.0297518,-0.0290027,0.0217268,0.0297693,0.00333025,-0.0061229,0.0357804,0.0101225,-0.0301571,-0.0146474,0.0109481,0.00753012,-0.00853867,-0.0076643,0.00594506,0.00490196,-1.24E-17,-0.000764916,0.00558234,0.000494315,-0.0122699,0.0188761,-0.000821862,-0.0181137,0.000829016,-0.000395179,-0.0012131,-0.00137196,0.0464018,-0.00291086,-0.0024616,-0.00633361,0.00776413,
80,0.0385868,-0.015674,-0.00687919,-0.00338768,-0.0334903,-0.0217125,0.0434,-0.0360692,-0.0615666,0.0360577,0.00575148,-0.00442559,0.0176018,-0.00416915,0.0145921,0.000215936,-0.013591,0.00584795,-0.00149477,0.00147638,-0.00733732,-0.000407581,-0.00665188,-0.000198926,0.0022965,-0.00857936,-0.00988142,0.00581046,0.00149063,-0.000205634,-0.0324427,0.00890454,0.00256968,0.00263158,0.0118797,-0.0283216,0.00340019,0.001425,-0.0116597,-0.00689162,
81,-0.0400483,0.0400364,0.0180774,0.00254939,-0.0474644,0.0126602,0.00383362,-0.0757923,-0.00974342,-0.00285561,0.0105342,0.0261159,-0.0105946,0.0175439,-0.0025992,-0.000647668,0.00538213,0.00775194,-0.0117622,-0.00712531,0.00116709,0.00346585,-0.0165179,0.000994827,-0.00305499,0.0104352,-0.0012475,0.0121514,0.00148841,0.00143974,0.0279421,0.00266831,-0.00138013,0.00403796,-0.0384155,0.00696743,-0.000718809,0.0118349,0.00987825,0.00229133,
82,-0.00829354,0.037839,0.0169267,-0.0580631,0.00454718,-0.00802593,0.0265419,0.0258211,0.0631355,0.00125291,-0.00774386,0.0337545,-0.0325612,-0.0246865,-0.0170257,-0.0151221,0.00428266,-0.000854701,-0.0129842,-0.00321703,0.0153487,-0.00142219,0.00771675,0.00278275,0.00229826,-0.00579345,0.00624532,-0.0122023,-0.00254777,0.00287533,0.00799488,-0.000614125,0.0041461,0.00180977,-0.00506645,-0.00207577,0.00969377,-6.86E-05,0.00582536,-0.0023514,
83,-0.00177395,0.00126449,0.00636423,-0.0267717,0.0416824,0.0381204,0.0206473,-0.0255739,-0.015425,-0.0232392,0.00165091,-0.0045399,0.00271064,-0.0245078,-0.00653941,0.0131608,-0.0100213,-0.0025663,-0.00153475,-0.0201092,0.00841944,0.000406918,-0.00045045,0.00257681,0.00484076,0.0129212,0.00496524,-0.00478183,0.00212857,-0.00102396,0.00729695,0.00163867,-0.000196618,0.00361301,-0.0148593,-0.0139828,0.00346032,0.052655,-0.00315907,-0.00978787,
84,-0.0281797,0.0357819,-0.00145938,-0.012945,-0.0220894,0.0182854,0.0318936,0.0878281,0.0375999,-0.00475842,-0.00764159,-0.0170146,-0.000225276,0.00844316,0.00587084,0.0201342,-0.021107,0.00664666,0.00439174,-7.99E-18,-0.00815939,-0.00284726,0.00833709,0.00217477,0.010142,-0.00050025,-0.00444664,0.00940941,-1.56E-17,0.00266503,0.0311811,0.00388548,-0.000983284,0.0024,-0.0208457,0.0127747,-0.00875621,0.00609379,-0.00332443,0.00548778,
85,0.00104493,0.0451128,-0.0298798,0.0154567,-0.0470283,0.007801,0.00388555,-0.0024696,0.0431828,-0.00183891,0.0126831,-0.00339044,0.0132943,-0.00714723,-0.0127343,0.00297114,0.00836084,-0.0029819,0.00546568,-0.00886749,0.00918309,0.00305935,0.0212291,-0.0061156,-0.00100402,0.00875876,-0.0129032,-0.00852836,-0.00148683,-0.0042936,0.0485644,-0.00081483,0.000984252,0.00159617,0.00363479,0.0343112,-0.015075,-0.0276608,-0.0152748,-0.000624692,
86,0.000521921,-0.0497764,-0.0020087,0.0193727,0.035749,-0.00189864,-0.0168895,-0.0278042,-0.00853959,-0.0510317,0.0129715,-0.0311549,0.0262397,-0.0135747,0.00555357,-0.00423191,-0.00305477,-0.0166631,-0.0117417,0.00281186,0.00530806,0.00772672,-0.000218818,-0.000396983,0.0123116,-0.00124039,-0.00879839,-0.00380076,-0.00467986,-0.000616016,-0.05418,0.0038736,-0.000786627,-2.56E-16,0.0216435,-0.0336205,-0.00734123,-0.0127915,0.00300738,0.0165153,
87,-0.0404278,-0.00388787,0.0112378,0.00995475,-0.0159445,0.00717003,-0.00876879,-0.0372184,0.0345985,0.00737721,-0.00809538,-0.0145999,0.0214518,0.000834028,-0.02031,0.00467488,-0.0142263,-0.00434499,-0.00506051,0.00305888,0.000565718,0.00423729,0.00109433,0.00019857,0.00397121,0.0196225,-0.00710119,0.00441767,0.000427442,0.00349291,0.0163228,-0.00609261,-0.000590435,-0.00119522,-0.0448177,0.00214182,0.0138143,-0.0181536,0.0256281,0.014467,
88,-0.0296276,-0.0221857,0.0140985,-0.0253136,-0.0274495,0.021357,-0.00848529,0.00467955,-0.0107239,0.00231258,0.0200326,0.00731433,0.0148494,0.0177083,-0.0276414,0.0253807,-0.026421,0.0161466,0.00729766,-0.00203304,0.0216736,-0.00200924,-0.00459117,-0.00416915,-0.00543881,-0.00389769,-0.0181354,0.0113954,0.00534074,-0.00389025,0.0145455,-0.00531263,-0.000590784,0.000199442,-0.0378192,-0.00768253,0.000584956,0.0150869,-0.00680084,0.0117722,
89,0.00532213,0.0523109,-0.0114491,-0.0510228,0.0329283,0.0354196,-0.0105608,0.0579182,0.000427899,0.0353778,0.00349142,-0.0344442,-0.0131689,-0.0284545,0.0205723,-0.00618812,0.00661345,-0.00365042,0.000219539,0.00763942,0.0208449,-0.00161063,0.000878542,0.00538278,0.00969426,0.014429,-0.0197711,0.00079067,-0.0038249,-0.0012333,0.00388292,0.00944947,-0.000591133,-0.00199402,-0.0131325,0.0168811,-0.00591492,0.00257304,-0.0206352,0.00428833,
90,0.051825,-0.0189659,0.0350761,-0.0624849,0.0178368,-0.0394285,-0.00533677,-0.0419219,0.0230967,-0.00408542,-0.0052189,-0.0316236,-0.0103792,0.0143279,0.00329852,0.00145289,0.0287721,0.00689655,-0.00526778,-0.00101087,-0.0189736,0.00584795,0.00658328,-0.00317271,-0.00763171,0.0103664,0.0100849,0.000197511,0.0215444,-0.00987858,-0.019042,-0.002035,0.00118297,-0.0021978,0.061139,-0.0368653,0.0151174,-0.00452504,0.00262583,0.00194662,
91,-0.0129801,7.78E-18,0.016624,0.000258331,-0.0151007,-0.0524886,0.0331175,-0.0127872,0.0282887,-0.000372926,0.0102011,0.0181203,0.0181935,0.0101786,0.0217352,0.0111917,-0.000660647,-0.00535103,-0.00441306,0.00935998,0.0141831,-0.00661588,-0.00479616,0.00318281,0.00322501,-0.00644238,-0.00735681,-0.00691153,0.00417624,-0.00207857,-0.00818926,-0.00183524,0.000393856,0.00400481,-0.0128036,-4.86E-18,0.00667939,-0.0165542,-0.00735201,0.00463775,
92,0.0660225,0.0610501,-0.00314465,-0.052686,0.00189286,0.0129811,-0.00590974,-0.00323821,0.0154492,-0.00951315,0.0155799,-0.0125171,0.00357368,0.0135719,0.00429031,-0.0112728,0.00418687,0.0086077,0.00753546,-0.00175439,-0.0107156,-0.00807265,0.00635268,-0.00495737,-0.00544016,0.00168108,0.00185283,0.00795387,0.00062383,-0.00062487,-0.0388379,0.00143003,-0.0019685,-0.00378939,0.0663587,0.0486181,-0.00507786,-0.00941672,-0.0159573,0.0354648,
93,0.0161128,0.0352896,0.00536278,0.028626,0.023994,0.0149009,-0.0408935,0.0148223,-0.000934205,0.000564972,0.0134943,-0.00237671,-0.00670297,-0.00223169,0.00355999,-0.00601161,0.00702216,0.00981438,0.00967884,-0.0120512,0.00367175,0.0118006,0.00609491,-0.00358709,-0.00895077,-0.0151043,-0.0108322,0.0104557,0.00374065,0.0102126,0.0127267,0.00591595,-0.000394477,0.000800801,0.0119127,0.0110525,-0.00197346,-0.0148339,0.00620215,-0.0202428,
94,0.0448464,-0.0659504,0.00486351,0.00742115,-0.0282288,0.0227573,-0.0336213,0.0070028,0.0244456,-0.0244683,0.0114926,0.0381179,0.00379587,0.0278569,-0.00195105,-0.00271116,0.00479407,0.00993028,-0.00958606,0.00177891,-0.0155478,0.00643475,0.00713977,-0.0008,0.000250878,0.00121714,-0.0128205,0.00566185,0.00144928,0.00350732,0.00282752,0.00993713,0.000197316,0.00020004,0.0503828,-0.0480435,0.0156484,-0.00802347,0.0165013,-0.0245657,
95,-0.00972255,0.00733836,-0.00468384,0.0197316,-0.00759446,-0.0364628,0.0388727,-0.0884165,0.0103012,0.0299055,-0.00304836,0.00286862,-0.0392857,0.00633037,0.00622001,-0.0112923,0.0268922,-0.00041841,-0.00109987,0.0124302,0.00241546,0.00719281,0.00214823,0.00920737,0.00852772,0.0119134,0.0297619,0.0213551,0.0031011,0.000205592,0.0203634,-0.0297189,-0.000591833,-0.0004,-0.00807273,0.0169012,0.00265181,-0.0256191,0.00262136,0.00951901,
96,-0.00622605,0.0167356,0.000156863,0.0108359,0.0149225,0.0153456,0.00430309,0.0137315,0.0243934,0.0470214,0.0447533,0.0335622,0.0214301,-0.0188716,-0.00423878,0.0069797,-0.0310454,0.0029301,0.000880863,0.0117765,0.00222428,0.00218211,-0.00407288,-0.00178501,0.000746083,-0.0177799,-0.00289017,0.0387759,-0.0100989,0.00781089,0.019343,-0.00807119,-0.00315831,-0.00220088,-0.00892857,0.0227589,0.0079009,0.0162729,-0.01827,-0.00430873,
97,-0.0274699,0.00522851,0.00846926,0.0574273,0.00113101,0.0484226,0.000372578,0.0503118,-0.0134812,-0.0234389,-0.0244779,0.0219557,-0.00535217,-0.0653176,0.00620788,-0.015753,0.00348736,0.00542571,0.0019802,-0.0193165,-0.0253375,-0.00217736,-0.00344382,-0.00456984,0.000248509,0.00146771,0.0295125,2.89E-17,-0.00603789,-1.33E-16,0.000301205,-0.00125183,0.00039604,-0.00300782,-0.0176194,0.00973897,-0.000797183,0.00305854,0.00320862,0.0110379,
98,-0.0143707,0.0265845,0.00108865,0.053343,0.00828469,0.0117565,0.0264432,0.0157625,-0.0286079,0.0230854,-0.00613664,-0.0148041,0.0109772,-0.000214362,0.0066984,0.00917627,-0.0154214,-0.00498132,-0.00768555,0.00328283,-0.0056926,-0.00575283,0.00669546,0.00439122,-0.00347826,0.00512946,-0.00179166,-0.073925,4.06E-19,-4.56E-17,-0.00692562,0.00146229,0.000989707,-0.00140788,0.00300276,0.0103179,0.00116349,0.00782035,-0.00268662,-0.0128404,
99,0.0326797,0.0581723,-0.0347988,-0.0146654,0.0106443,-0.000138332,-0.0166909,0.0388956,0.0323429,-0.0139685,-0.0130351,-0.00678028,0.0119225,-0.00814751,0.00805463,0.024318,-0.0150011,-0.00584063,-0.00221288,0.00755097,-0.00381679,0.00339186,0.00858185,-0.00198728,4.84E-18,0.00315917,-0.00871795,0.0158072,0.0117302,-0.00713849,0.0124318,-0.00584063,0.00118647,-0.00241692,0.0220892,0.0483432,-0.00302155,0.00081868,0.00221282,-0.00763479,
100,0.0377313,0.00567477,-0.0111057,0.0348837,0.00794531,-0.000968456,-0.0324723,-0.0273521,0.00292919,0.0254268,-0.0133463,-0.047786,-0.00147275,-0.016645,-0.00486364,-0.0035095,0.0172452,0.00314729,0.00510091,-0.000999251,0.00229885,-0.00278385,0.00446713,-0.00119474,0.00274246,-0.000484496,-0.00491464,-0.00427932,0.00207039,0.00308135,-0.000898473,-0.000629459,-0.00158009,0.00242277,0.0546232,0.0101652,-0.00722707,0.0105274,0.00399987,0.0199145,
101,0.0129017,-0.0171046,0.00813802,-0.0233708,0.00696609,0.00761667,0.0148741,-0.00438771,-0.039619,-0.0132837,0.0128223,0.00310017,-0.00316056,-0.00549571,-0.00942573,0.00393619,0.00704535,0.0133863,0.00926743,-0.0020005,0.00210245,0.00558325,-0.0105887,0.00199362,0.00174043,-0.00727096,0.0018196,-0.00527447,0.00413223,0.000204792,0.0044964,-0.00629855,-0.00138477,-0.00161128,-0.0243207,-0.0134172,0.0112718,0.0212579,0.000701173,-0.00689141,
102,0.0127374,0.0114819,-0.0216338,-0.0559135,-0.0010923,0.00137438,0.0366404,0.0210337,-0.0286923,-0.0235146,0.02532,-0.0395982,0.0014796,0.0123784,-0.00898678,0.00990508,0.00284215,0.00165119,-0.00918233,0.0132799,-0.0234599,-0.000991473,-0.00406678,0.00596896,0.00297841,0.00708008,3.54E-17,-0.00981932,-0.00679012,-0.004914,-0.00507311,0.000633847,-0.000990491,0.00322776,0.00700108,-0.00281555,-0.00925527,-0.000172313,-0.00328046,0.00106277,
103,-0.0249257,-0.0198652,0.0039604,0.0721423,0.0235101,0.0146857,0.0177633,0.00294291,-0.0127961,-0.0132353,0.0123474,0.0241352,0.0175179,0.00502183,0.00675676,-0.0232938,0.0222368,0.00267876,0.00154457,-0.00568744,-0.00761719,0.0023819,0.00601762,-0.00118671,0.00890869,-0.00193939,0.00700571,0.00476002,-0.00600787,0.0026749,0.0140972,-0.00147804,-0.00337101,0.0014076,-0.0142104,-0.0127324,-0.0116186,-0.000172342,0.0100975,-0.00643227,
